physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school,total_trx_2024,total_trx_2023,yoy_growth_pct,brand_trx,brand_share_pct,volume_decile,growth_decile,brand_decile,composite_score,tier,opportunity_score,priority_bucket,rank_in_terr
PH-0961,5712901507,Christopher,Romero,Internal Medicine,T-017,Chavezbury,AR,23,Marquez-Cook Medical School,19.0,6.0,216.66666666666663,6.0,31.57894736842105,5,10,6,6.8,Silver,8.0,B (Grow - Bi-weekly),23.0
PH-0962,458474362,Danny,Gonzalez,Geriatrics,T-010,New Ryanstad,ND,10,"Rhodes, Griffin and Warner Medical School",5.0,0.0,0.0,2.0,40.0,3,5,8,5.1,Bronze,6.5,B (Grow - Bi-weekly),35.0
PH-0963,9470318053,Yvonne,Lara,Oncology,T-020,New Richard,GU,32,Weeks-Massey Medical School,103.0,142.0,-27.464788732394368,18.0,17.475728155339805,9,2,3,5.1,Bronze,2.5,C (Retain - Monthly),36.0
PH-0964,6621591832,Holly,Alvarez,Endocrinology,T-028,North Tinafurt,MT,24,Garcia-Hanna Medical School,34.0,38.0,-10.526315789473683,10.0,29.411764705882355,7,4,6,5.8,Bronze,5.0,C (Retain - Monthly),32.0
PH-0965,9011079771,Robin,Johnson,Internal Medicine,T-030,Brendaside,WI,4,"Jones, Espinoza and Todd Medical School",3.0,4.0,-25.0,1.0,33.33333333333333,2,2,7,3.5,Bronze,4.5,D (Monitor - Quarterly),45.0
PH-0966,4905315204,Cheryl,Shaw,Internal Medicine,T-023,Deborahfort,PW,8,Logan-Rice Medical School,19.0,15.0,26.666666666666668,5.0,26.31578947368421,5,8,5,5.9,Silver,6.5,B (Grow - Bi-weekly),34.0
PH-0967,7313797166,Carrie,Brady,Internal Medicine,T-031,South Rebeccaville,FL,14,Washington Inc Medical School,10.0,11.0,-9.090909090909092,3.0,30.0,4,4,6,4.6,Bronze,5.0,D (Monitor - Quarterly),36.0
PH-0968,7794332562,Jason,Barker,Emergency Medicine,T-034,Brandiville,RI,11,Roman-Jones Medical School,46.0,62.0,-25.806451612903224,8.0,17.391304347826086,7,2,3,4.300000000000001,Bronze,2.5,C (Retain - Monthly),45.0
PH-0969,4262037087,Lori,Fernandez,Internal Medicine,T-015,North Christopher,AR,31,Guerrero Ltd Medical School,21.0,21.0,0.0,5.0,23.809523809523807,6,5,4,5.1000000000000005,Bronze,4.5,D (Monitor - Quarterly),35.0
PH-0970,418135998,Caitlin,Dyer,Internal Medicine,T-029,Lesterville,CO,26,Estes-Simon Medical School,1520.0,1521.0,-0.0657462195923734,539.0,35.46052631578947,10,5,7,7.6,Gold,6.0,A (Protect - Weekly),12.0
PH-0971,8894801864,Kevin,Taylor,Gastroenterology,T-022,South Staceystad,NC,38,"Mclaughlin, Hall and Mcgrath Medical School",0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),49.0
PH-0972,8570820048,Brandon,Wells,Emergency Medicine,T-024,Estradaburgh,MP,8,James Inc Medical School,13.0,10.0,30.0,5.0,38.46153846153847,4,8,8,6.4,Silver,8.0,B (Grow - Bi-weekly),19.0
PH-0973,4961128794,Lacey,Greene,Cardiology,T-005,Castrohaven,FL,29,Barber-Myers Medical School,24.0,33.0,-27.27272727272727,9.0,37.5,6,2,8,5.4,Bronze,5.0,D (Monitor - Quarterly),31.0
PH-0974,7040953141,Kristy,Henderson,Hospitalist,T-001,Ronaldfort,MH,19,"May, Thompson and Mitchell Medical School",17.0,25.0,-32.0,7.0,41.17647058823529,5,2,8,5.0,Bronze,5.0,D (Monitor - Quarterly),43.0
PH-0975,8835651796,Hunter,Bowman,Nephrology,T-034,Milesport,MP,4,"Bennett, Payne and Le Medical School",12.0,10.0,20.0,5.0,41.66666666666667,4,8,8,6.4,Silver,8.0,B (Grow - Bi-weekly),23.0
PH-0976,9604784217,Alexander,Hoffman,Hematology,T-015,South Douglasstad,OR,13,Petersen Group Medical School,56.0,51.0,9.803921568627452,19.0,33.92857142857143,8,7,7,7.4,Gold,7.0,A (Protect - Weekly),10.0
PH-0977,4882089348,Ricardo,Horton,Family Practice,T-006,New Blake,NE,12,Mercer Group Medical School,156.0,155.0,0.6451612903225806,60.0,38.46153846153847,9,6,8,7.800000000000001,Platinum,7.0,A (Protect - Weekly),5.0
PH-0978,7287991609,Marissa,Davis,Pulmonology,T-017,East Yolandaville,OR,23,"Wright, Guerrero and Benitez Medical School",227.0,267.0,-14.9812734082397,49.0,21.58590308370044,10,3,4,6.1000000000000005,Silver,3.5,C (Retain - Monthly),34.0
PH-0979,2361337605,Jacob,Wright,Family Practice,T-033,Manuelhaven,CT,27,Cook-Greer Medical School,95.0,99.0,-4.040404040404041,32.0,33.68421052631579,9,4,7,6.9,Silver,5.5,C (Retain - Monthly),12.0
PH-0980,254472419,Connor,Stewart,Geriatrics,T-010,Port Jamesport,KY,23,French Group Medical School,105.0,115.0,-8.695652173913043,30.0,28.57142857142857,9,4,6,6.6,Silver,5.0,C (Retain - Monthly),18.0
PH-0981,6177182498,Ashley,Payne,Internal Medicine,T-013,New Ambertown,VI,37,Murray-Arnold Medical School,29.0,32.0,-9.375,9.0,31.03448275862069,6,4,6,5.4,Bronze,5.0,D (Monitor - Quarterly),36.0
PH-0982,1417468135,Cindy,Ellison,Hospitalist,T-011,Valentineside,NE,17,"Alvarado, Williamson and Herman Medical School",89.0,86.0,3.488372093023256,11.0,12.359550561797752,9,7,3,6.6,Silver,5.0,C (Retain - Monthly),18.0
PH-0983,9698748694,Haley,Delacruz,Pulmonology,T-025,Matthewview,MD,30,"Williams, Martinez and Taylor Medical School",6.0,11.0,-45.45454545454545,2.0,33.33333333333333,3,1,7,3.6000000000000005,Bronze,4.0,D (Monitor - Quarterly),42.0
PH-0984,9207536051,Chad,Miller,Internal Medicine,T-020,East Marissaside,WV,19,"Aguirre, Clark and Edwards Medical School",23.0,9.0,155.55555555555557,7.0,30.434782608695656,6,10,6,7.2,Gold,8.0,B (Grow - Bi-weekly),12.0
PH-0985,6218945590,Nicholas,Smith,Neurology,T-037,New Dianashire,ME,17,Evans PLC Medical School,7.0,9.0,-22.22222222222222,1.0,14.285714285714285,3,3,3,3.0,Bronze,3.0,D (Monitor - Quarterly),47.0
PH-0986,4204664896,Ryan,Jenkins,Family Practice,T-039,Kristinaview,GA,28,Wilkins LLC Medical School,16.0,25.0,-36.0,5.0,31.25,5,2,6,4.4,Bronze,4.0,D (Monitor - Quarterly),33.0
PH-0987,5657758097,Kimberly,Parker,Geriatrics,T-035,Tamiborough,WY,18,"Trujillo, Johnson and Anderson Medical School",5.0,13.0,-61.53846153846154,3.0,60.0,3,1,10,4.5,Bronze,5.5,D (Monitor - Quarterly),42.0
PH-0988,5466226540,Daniel,Chen,Neurology,T-035,Jeremyton,AL,7,"Frederick, Coleman and Foley Medical School",424.0,353.0,20.113314447592067,94.0,22.16981132075472,10,8,4,7.6,Gold,6.0,A (Protect - Weekly),7.0
PH-0989,1224276774,Richard,Gallagher,Hematology,T-018,South Anthonyland,HI,37,Fletcher-Garcia Medical School,6.0,10.0,-40.0,2.0,33.33333333333333,3,2,7,3.9,Bronze,4.5,D (Monitor - Quarterly),41.0
PH-0990,5848860080,Daniel,Chapman,Oncology,T-031,Olsonfort,OH,2,Gonzalez Inc Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),49.0
PH-0991,2995704726,Laura,Farrell,Internal Medicine,T-009,Jonesville,PW,38,Brown PLC Medical School,41.0,25.0,64.0,22.0,53.65853658536586,7,9,10,8.5,Platinum,9.5,A (Protect - Weekly),1.0
PH-0992,4375365968,Brandon,Spencer,Family Practice,T-022,West Tonya,NY,33,Collins Inc Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),50.0
PH-0993,8385454006,Jonathan,Delgado,Oncology,T-023,Denisemouth,WA,34,Kane Inc Medical School,3.0,0.0,0.0,0.0,0.0,2,5,1,2.6,Bronze,3.0,D (Monitor - Quarterly),68.0
PH-0994,1232748979,Jessica,Lucero,Family Practice,T-008,Gonzalesfurt,WV,7,Sanchez LLC Medical School,6.0,9.0,-33.33333333333333,3.0,50.0,3,2,9,4.5,Bronze,5.5,D (Monitor - Quarterly),39.0
PH-0995,2720388621,Rachael,Gomez,Internal Medicine,T-003,Lake Amyland,PA,28,Rivers-Serrano Medical School,29.0,15.0,93.33333333333331,10.0,34.48275862068966,6,10,7,7.5,Gold,8.5,B (Grow - Bi-weekly),12.0
PH-0996,4530693588,Maria,Adams,General Practice,T-021,West Melanie,FM,28,Smith-Hodge Medical School,22.0,8.0,175.0,11.0,50.0,6,10,9,8.1,Platinum,9.5,B (Grow - Bi-weekly),3.0
PH-0997,1816778481,Megan,Reed,Gastroenterology,T-001,West Jonathan,PW,36,"Moses, Green and Simmons Medical School",93.0,71.0,30.985915492957744,17.0,18.27956989247312,9,8,4,7.2,Gold,6.0,A (Protect - Weekly),15.0
PH-0998,8385179937,Janet,Tran,Cardiology,T-035,Lake Ginamouth,IA,13,"Larson, Thomas and Bryant Medical School",90.0,69.0,30.434782608695656,35.0,38.88888888888889,9,8,8,8.4,Platinum,8.0,A (Protect - Weekly),2.0
PH-0999,8848699969,Allison,Frank,Cardiology,T-010,West Victoriamouth,NJ,10,"Warner, Monroe and Garcia Medical School",32.0,13.0,146.15384615384613,14.0,43.75,7,10,8,8.200000000000001,Platinum,9.0,A (Protect - Weekly),4.0
PH-1000,7246301986,Jennifer,Thompson,Cardiology,T-037,East Marie,SD,38,Vargas and Sons Medical School,12.0,18.0,-33.33333333333333,2.0,16.666666666666664,4,2,3,3.1,Bronze,2.5,D (Monitor - Quarterly),45.0
PH-1001,8339121870,Philip,Montoya,Family Practice,T-022,East Zachary,NY,17,Joseph PLC Medical School,13.0,13.0,0.0,7.0,53.84615384615385,4,5,10,6.1,Silver,7.5,B (Grow - Bi-weekly),29.0
PH-1002,3221010232,Pamela,Smith,Internal Medicine,T-010,Murrayfurt,DE,35,Kent PLC Medical School,71.0,81.0,-12.34567901234568,30.0,42.25352112676056,8,3,8,6.5,Silver,5.5,C (Retain - Monthly),19.0
PH-1003,9876108143,Nathan,Robles,Family Practice,T-038,Bryanbury,MH,17,"Roberts, Flores and Sanchez Medical School",2.0,0.0,0.0,2.0,100.0,2,5,10,5.3,Bronze,7.5,B (Grow - Bi-weekly),27.0
PH-1004,1980746823,Leslie,Ortiz,Emergency Medicine,T-024,Marilynville,AZ,29,Gonzalez Inc Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),54.0
PH-1005,7620545967,Mary,Rivera,Family Practice,T-036,South Ryanfurt,NE,26,Davis-Smith Medical School,104.0,71.0,46.478873239436616,45.0,43.26923076923077,9,9,8,8.7,Platinum,8.5,A (Protect - Weekly),1.0
PH-1006,6541134078,Mario,Ross,Pulmonology,T-020,Kelseyfort,AZ,28,"Gilbert, Richardson and Hoffman Medical School",16.0,14.0,14.285714285714285,4.0,25.0,5,7,5,5.6,Bronze,6.0,B (Grow - Bi-weekly),29.0
PH-1007,3668348268,Jessica,Cunningham,Internal Medicine,T-017,Mooremouth,WY,40,Rice PLC Medical School,5.0,3.0,66.66666666666666,0.0,0.0,3,9,1,4.2,Bronze,5.0,D (Monitor - Quarterly),52.0
PH-1008,6888917879,Charles,Johnson,Internal Medicine,T-012,Whitemouth,PR,27,Hudson Group Medical School,8.0,5.0,60.0,7.0,87.5,3,9,10,6.9,Silver,9.5,B (Grow - Bi-weekly),14.0
PH-1009,932012657,Melinda,Welch,Nephrology,T-030,South Alexis,CO,34,"Bond, Juarez and Baird Medical School",227.0,238.0,-4.621848739495799,41.0,18.06167400881057,10,4,4,6.4,Silver,4.0,C (Retain - Monthly),17.0
PH-1010,9521755851,Steven,Bryant,Internal Medicine,T-007,Lake Juliefort,LA,32,Guzman-Bowers Medical School,125.0,162.0,-22.839506172839503,53.0,42.4,9,3,8,6.9,Silver,5.5,C (Retain - Monthly),11.0
PH-1011,1882419962,Ryan,Thompson,Family Practice,T-025,New Sherry,MA,33,"Matthews, Cole and Shepherd Medical School",55.0,70.0,-21.428571428571427,15.0,27.27272727272727,8,3,5,5.6,Bronze,4.0,C (Retain - Monthly),24.0
PH-1012,4542185457,Martha,Williams,Rheumatology,T-007,Chanberg,AL,12,"Thomas, Richard and Richardson Medical School",17.0,18.0,-5.555555555555555,5.0,29.411764705882355,5,4,6,5.0,Bronze,5.0,D (Monitor - Quarterly),32.0
PH-1013,900163564,Stephanie,Stevens,Cardiology,T-036,Port Derek,PR,13,Braun-Gordon Medical School,31.0,33.0,-6.0606060606060606,12.0,38.70967741935484,6,4,8,6.0,Silver,6.0,B (Grow - Bi-weekly),25.0
PH-1014,8954001788,Ian,Barker,General Practice,T-009,Allenberg,MT,32,Price PLC Medical School,601.0,582.0,3.264604810996564,157.0,26.12312811980033,10,7,5,7.6,Gold,6.0,A (Protect - Weekly),5.0
PH-1015,5071058011,Autumn,Villegas,Emergency Medicine,T-033,Port Steven,AS,23,Zavala Ltd Medical School,399.0,469.0,-14.925373134328357,87.0,21.804511278195488,10,3,4,6.1000000000000005,Silver,3.5,C (Retain - Monthly),23.0
PH-1016,1526105370,Lori,Taylor,Hematology,T-008,North Stevenchester,OR,22,Becker-Smith Medical School,3.0,9.0,-66.66666666666666,0.0,0.0,2,1,1,1.4,Bronze,1.0,D (Monitor - Quarterly),57.0
PH-1017,7418948543,Lisa,Thomas,Internal Medicine,T-040,Gutierrezside,OK,3,Grimes Group Medical School,129.0,79.0,63.29113924050633,42.0,32.55813953488372,9,9,6,8.1,Platinum,7.5,A (Protect - Weekly),6.0
PH-1018,5294471619,Laura,Robertson,Gastroenterology,T-029,South James,ME,34,"Miller, Winters and Swanson Medical School",7.0,0.0,0.0,1.0,14.285714285714285,3,5,3,3.6,Bronze,4.0,D (Monitor - Quarterly),49.0
PH-1019,1045025896,Jeffrey,White,Neurology,T-013,Staffordborough,FM,15,"Ward, Scott and Gallagher Medical School",2.0,10.0,-80.0,2.0,100.0,2,1,10,4.1,Bronze,5.5,D (Monitor - Quarterly),48.0
PH-1020,3526806486,Benjamin,Patterson,Cardiology,T-026,New Amy,VT,4,Macdonald-Galvan Medical School,51.0,64.0,-20.3125,21.0,41.17647058823529,8,3,8,6.5,Silver,5.5,C (Retain - Monthly),31.0
PH-1021,8384253646,Robyn,Fernandez,Hospitalist,T-009,Matthewmouth,GU,5,Mcintosh-Bush Medical School,13.0,13.0,0.0,3.0,23.07692307692308,4,5,4,4.3,Bronze,4.5,D (Monitor - Quarterly),40.0
PH-1022,6579551562,Jamie,White,Endocrinology,T-020,New Austinmouth,MH,11,Rodriguez-Snyder Medical School,212.0,237.0,-10.548523206751057,58.0,27.358490566037734,10,4,5,6.7,Silver,4.5,C (Retain - Monthly),20.0
PH-1023,4091311178,Shelly,Davis,Hospitalist,T-028,East Markport,VT,22,Fleming-Brown Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),53.0
PH-1024,2206953541,Felicia,Bolton,Family Practice,T-026,Lake Derekmouth,MH,7,Glover-Mccullough Medical School,20.0,30.0,-33.33333333333333,9.0,45.0,5,2,9,5.3,Bronze,5.5,D (Monitor - Quarterly),38.0
PH-1025,5002601515,Jason,Ball,Internal Medicine,T-026,West Tammy,SD,25,"Parks, Green and Schultz Medical School",239.0,238.0,0.4201680672268907,95.0,39.74895397489539,10,6,8,8.2,Platinum,7.0,A (Protect - Weekly),8.0
PH-1026,9507407173,Megan,Ford,Hematology,T-019,West Jeanetteshire,TX,11,Schneider-Mcintyre Medical School,148.0,177.0,-16.38418079096045,21.0,14.18918918918919,9,3,3,5.4,Bronze,3.0,C (Retain - Monthly),38.0
PH-1027,1006493403,Hannah,Riley,General Practice,T-008,West Michaelton,FM,40,Patterson PLC Medical School,4.0,3.0,33.33333333333333,0.0,0.0,2,8,1,3.5,Bronze,4.5,D (Monitor - Quarterly),44.0
PH-1028,9411849135,Nicole,Jensen,Emergency Medicine,T-031,New Michael,WV,28,Blankenship Ltd Medical School,17.0,8.0,112.5,4.0,23.52941176470588,5,10,4,6.2,Silver,7.0,B (Grow - Bi-weekly),19.0
PH-1029,9520561006,Tamara,Hudson,Neurology,T-001,Lake Andrewshire,NE,38,"Brown, Payne and Love Medical School",24.0,39.0,-38.46153846153847,2.0,8.333333333333332,6,2,3,3.9,Bronze,2.5,D (Monitor - Quarterly),48.0
PH-1030,7403784233,Ashley,Roberts,Internal Medicine,T-031,Michelletown,AL,26,Henry-Bennett Medical School,7.0,1.0,600.0,2.0,28.57142857142857,3,10,6,6.0,Silver,8.0,B (Grow - Bi-weekly),22.0
PH-1031,2550325017,Jason,Gray,Internal Medicine,T-005,Davidfurt,HI,20,Rodriguez-Medina Medical School,566.0,598.0,-5.351170568561873,196.0,34.62897526501767,10,4,7,7.300000000000001,Gold,5.5,C (Retain - Monthly),10.0
PH-1032,2902923345,Melissa,Jones,Neurology,T-011,New Billchester,MP,33,"Williams, Sanchez and Walsh Medical School",202.0,173.0,16.76300578034682,50.0,24.752475247524757,10,8,5,7.9,Platinum,6.5,A (Protect - Weekly),7.0
PH-1033,8868430211,Patrick,Wallace,Hospitalist,T-027,New Sara,LA,34,"Cook, Hester and Barr Medical School",5.0,5.0,0.0,3.0,60.0,3,5,10,5.7,Bronze,7.5,B (Grow - Bi-weekly),21.0
PH-1034,5988759212,Brittney,Watkins,Internal Medicine,T-021,Collinsfurt,AZ,5,Ashley and Sons Medical School,6.0,0.0,0.0,0.0,0.0,3,5,1,3.0,Bronze,3.0,D (Monitor - Quarterly),48.0
PH-1035,6202755821,Jonathan,Lucero,Neurology,T-022,Lake Caitlintown,PW,18,Wilson-Owen Medical School,3.0,0.0,0.0,3.0,100.0,2,5,10,5.3,Bronze,7.5,B (Grow - Bi-weekly),34.0
PH-1036,2380236219,Jessica,Jackson,Endocrinology,T-013,Rebeccahaven,WY,31,Boyd Group Medical School,195.0,161.0,21.11801242236025,59.0,30.256410256410252,10,8,6,8.2,Platinum,7.0,A (Protect - Weekly),7.0
PH-1037,591611863,Amanda,Cook,Cardiology,T-030,Lake Briannamouth,OK,6,"Ford, Kaufman and Jackson Medical School",11.0,6.0,83.33333333333334,1.0,9.090909090909092,4,10,3,5.5,Bronze,6.5,B (Grow - Bi-weekly),29.0
PH-1038,1688005378,Kathy,Lyons,Family Practice,T-033,North Amy,MS,17,"Bender, Romero and Perkins Medical School",21.0,12.0,75.0,6.0,28.57142857142857,6,9,6,6.9,Silver,7.5,B (Grow - Bi-weekly),13.0
PH-1039,2845401822,Jennifer,Woods,General Practice,T-013,North Gregoryborough,RI,11,Herrera-Garrett Medical School,20.0,12.0,66.66666666666666,3.0,15.0,5,9,3,5.6,Bronze,6.0,B (Grow - Bi-weekly),29.0
PH-1040,3220414474,Diana,Simon,Family Practice,T-006,North Robertstad,OK,16,"Page, Haynes and Nunez Medical School",34.0,32.0,6.25,15.0,44.11764705882353,7,7,9,7.6,Gold,8.0,A (Protect - Weekly),9.0
PH-1041,203042322,Jennifer,Jimenez,Neurology,T-026,Lake Nancy,IA,12,Robbins-Williams Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),58.0
PH-1042,2816506463,Aaron,Joyce,Internal Medicine,T-025,West Jenniferbury,MP,18,Bryant-Kelly Medical School,7.0,8.0,-12.5,2.0,28.57142857142857,3,3,6,3.9,Bronze,4.5,D (Monitor - Quarterly),41.0
PH-1043,9198321029,Christopher,Fleming,Nephrology,T-038,South Kennethton,VI,18,Perkins PLC Medical School,249.0,210.0,18.571428571428573,65.0,26.10441767068273,10,8,5,7.9,Platinum,6.5,A (Protect - Weekly),3.0
PH-1044,3104384196,Philip,Hernandez,General Practice,T-004,Port Mistyville,MT,29,Smith-Brown Medical School,165.0,161.0,2.484472049689441,43.0,26.060606060606062,9,6,5,6.9,Silver,5.5,C (Retain - Monthly),18.0
PH-1045,6856670636,Sarah,Miller,Emergency Medicine,T-034,Coxton,ME,17,"Mitchell, Hines and Scott Medical School",94.0,48.0,95.83333333333334,26.0,27.659574468085108,9,10,5,8.1,Platinum,7.5,A (Protect - Weekly),5.0
PH-1046,766349339,Robert,Smith,Hospitalist,T-016,Jacksonborough,DC,2,Cruz Group Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),33.0
PH-1047,1142436258,Heather,Adams,Hospitalist,T-008,North Erin,PR,13,"Fields, Friedman and Ferguson Medical School",14.0,7.0,100.0,3.0,21.428571428571427,4,10,4,5.8,Bronze,7.0,B (Grow - Bi-weekly),33.0
PH-1048,7991962341,Diane,Duncan,Geriatrics,T-030,Bakerborough,OH,32,Ballard-Clay Medical School,34.0,33.0,3.0303030303030303,1.0,2.941176470588235,7,7,3,5.800000000000001,Silver,5.0,C (Retain - Monthly),26.0
PH-1049,4725058333,Jose,Harris,Internal Medicine,T-030,Port Hannahland,CO,1,"Davenport, Charles and Rice Medical School",11.0,12.0,-8.333333333333332,3.0,27.27272727272727,4,4,5,4.3,Bronze,4.5,D (Monitor - Quarterly),37.0
PH-1050,6054576947,Mark,Chavez,Family Practice,T-017,Jennifermouth,ID,20,Rasmussen-Kim Medical School,238.0,207.0,14.975845410628018,90.0,37.81512605042017,10,8,8,8.8,Platinum,8.0,A (Protect - Weekly),2.0
PH-1051,9746698616,Jason,Ramirez,Nephrology,T-022,East Matthewstad,AK,29,"Wolfe, Smith and Rivera Medical School",37.0,30.0,23.33333333333333,10.0,27.027027027027028,7,8,5,6.7,Silver,6.5,A (Protect - Weekly),18.0
PH-1052,9481526925,Kristin,Watson,Family Practice,T-009,Sandersmouth,HI,37,Castaneda and Sons Medical School,6.0,0.0,0.0,0.0,0.0,3,5,1,3.0,Bronze,3.0,D (Monitor - Quarterly),45.0
PH-1053,742359142,Paul,Fitzpatrick,Cardiology,T-037,Brianview,SD,28,"Silva, Wright and Merritt Medical School",233.0,283.0,-17.6678445229682,100.0,42.91845493562232,10,3,8,7.300000000000001,Gold,5.5,C (Retain - Monthly),13.0
PH-1054,6145430796,Jeffrey,Townsend,Emergency Medicine,T-021,North Susan,TX,24,Johnson Ltd Medical School,364.0,355.0,2.535211267605634,116.0,31.868131868131865,10,6,6,7.6,Gold,6.0,A (Protect - Weekly),6.0
PH-1055,1785221158,Sean,Hendricks,Oncology,T-040,Lucasborough,MN,2,"Ramirez, Kemp and Hamilton Medical School",0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),54.0
PH-1056,8744701732,Molly,Peck,Endocrinology,T-027,Lake Allisonmouth,FM,22,"Hoover, Walker and Wallace Medical School",30.0,17.0,76.47058823529412,4.0,13.333333333333334,6,9,3,6.0,Silver,6.0,B (Grow - Bi-weekly),18.0
PH-1057,7296656337,Adam,Ramirez,Family Practice,T-029,Lake Mariastad,GU,3,Cervantes PLC Medical School,12.0,11.0,9.090909090909092,6.0,50.0,4,7,9,6.4,Silver,8.0,B (Grow - Bi-weekly),29.0
PH-1058,1055800027,Melissa,Thompson,Emergency Medicine,T-010,North Kyle,MD,36,Bates-Dougherty Medical School,11.0,10.0,10.0,5.0,45.45454545454545,4,7,9,6.4,Silver,8.0,B (Grow - Bi-weekly),20.0
PH-1059,1609439136,Allison,Burton,Internal Medicine,T-027,South Victoriaton,ID,34,Gonzalez PLC Medical School,6.0,4.0,50.0,0.0,0.0,3,9,1,4.2,Bronze,5.0,D (Monitor - Quarterly),31.0
PH-1060,5528620929,Jessica,Chase,General Practice,T-032,West David,MN,25,"Bell, Barry and Hopkins Medical School",39.0,18.0,116.66666666666669,5.0,12.82051282051282,7,10,3,6.700000000000001,Silver,6.5,A (Protect - Weekly),22.0
PH-1061,3322273938,Carrie,Thompson,Hematology,T-003,Michaelfort,UT,20,"Clayton, Harrington and Walker Medical School",339.0,392.0,-13.520408163265309,108.0,31.858407079646017,10,3,6,6.7,Silver,4.5,C (Retain - Monthly),20.0
PH-1062,5323661850,Terrence,Davis,Cardiology,T-030,New Theresaton,NY,35,Price Group Medical School,37.0,29.0,27.58620689655172,21.0,56.75675675675676,7,8,10,8.2,Platinum,9.0,A (Protect - Weekly),5.0
PH-1063,1823601071,Eric,Garcia,Cardiology,T-039,New Erica,SC,27,Mccarthy Group Medical School,4.0,0.0,0.0,0.0,0.0,2,5,1,2.6,Bronze,3.0,D (Monitor - Quarterly),42.0
PH-1064,6484673574,David,Clark,Internal Medicine,T-017,Lake Toni,FL,18,Gillespie PLC Medical School,42.0,40.0,5.0,14.0,33.33333333333333,7,7,7,7.0,Gold,7.0,A (Protect - Weekly),18.0
PH-1065,194425892,Jennifer,Ortega,General Practice,T-029,East Jessica,MI,20,Brown-White Medical School,7.0,13.0,-46.15384615384615,2.0,28.57142857142857,3,1,6,3.3,Bronze,3.5,D (Monitor - Quarterly),50.0
PH-1066,9535063731,Melissa,Wilson,Nephrology,T-018,West Randyfort,KY,4,Carey Inc Medical School,84.0,119.0,-29.411764705882355,18.0,21.428571428571427,9,2,4,5.4,Bronze,3.0,C (Retain - Monthly),30.0
PH-1067,7538418520,Pamela,Jones,Geriatrics,T-001,Thompsonton,NY,26,Beck-Perez Medical School,19.0,11.0,72.72727272727273,6.0,31.57894736842105,5,9,6,6.499999999999999,Silver,7.5,B (Grow - Bi-weekly),28.0
PH-1068,7561547055,John,Jones,Emergency Medicine,T-023,Lake Donna,MN,10,Patterson Ltd Medical School,7.0,1.0,600.0,0.0,0.0,3,10,1,4.5,Bronze,5.5,D (Monitor - Quarterly),53.0
PH-1069,4119556409,Sarah,Davis,Oncology,T-005,Vargasborough,OR,1,Hayes-Crawford Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),54.0
PH-1070,2070204262,Elizabeth,Jones,Internal Medicine,T-034,Davisland,FL,29,Jones-Harris Medical School,92.0,68.0,35.294117647058826,29.0,31.521739130434785,9,9,6,8.1,Platinum,7.5,A (Protect - Weekly),6.0
PH-1071,3696789760,Ashley,Mills,Family Practice,T-011,North Frederick,NM,21,Hall-Yates Medical School,13.0,3.0,333.33333333333337,4.0,30.76923076923077,4,10,6,6.4,Silver,8.0,B (Grow - Bi-weekly),24.0
PH-1072,2276075988,Christy,Wong,Endocrinology,T-026,Gomezborough,SC,19,"Armstrong, Moon and Steele Medical School",58.0,64.0,-9.375,20.0,34.48275862068966,8,4,7,6.5,Silver,5.5,C (Retain - Monthly),32.0
PH-1073,3191654308,Emily,Floyd,Internal Medicine,T-007,Hunterville,FL,7,Moore PLC Medical School,9.0,3.0,200.0,9.0,100.0,3,10,10,7.2,Gold,10.0,B (Grow - Bi-weekly),8.0
PH-1074,1505764497,Lauren,Mitchell,Geriatrics,T-005,Lake Brendanberg,MT,21,"Marshall, Torres and Gardner Medical School",16.0,2.0,700.0,0.0,0.0,5,10,1,5.3,Bronze,5.5,D (Monitor - Quarterly),33.0
PH-1075,6764979741,Robert,Harris,Hematology,T-023,Ronaldton,KS,20,Johnson-Russell Medical School,16.0,18.0,-11.11111111111111,4.0,25.0,5,4,5,4.7,Bronze,4.5,D (Monitor - Quarterly),50.0
PH-1076,5537309649,Ronald,Lopez,Family Practice,T-029,Alexanderville,FM,8,"Cunningham, Howard and Hudson Medical School",381.0,313.0,21.72523961661342,139.0,36.48293963254593,10,8,7,8.5,Platinum,7.5,A (Protect - Weekly),2.0
